,body
2850,"{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.296}"
2851,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
2852,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2853,"{'neg': 0.0, 'neu': 0.922, 'pos': 0.078, 'compound': 0.1531}"
2854,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}"
2855,"{'neg': 0.074, 'neu': 0.926, 'pos': 0.0, 'compound': -0.0516}"
2856,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2857,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2858,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2859,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2860,"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.1779}"
2861,"{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.34}"
2862,"{'neg': 0.157, 'neu': 0.843, 'pos': 0.0, 'compound': -0.3818}"
2863,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}"
2864,"{'neg': 0.2, 'neu': 0.73, 'pos': 0.07, 'compound': -0.6846}"
2865,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.296}"
2866,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2867,"{'neg': 0.099, 'neu': 0.901, 'pos': 0.0, 'compound': -0.5267}"
2868,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
2869,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2870,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2871,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2872,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2873,"{'neg': 0.123, 'neu': 0.695, 'pos': 0.182, 'compound': 0.2716}"
2874,"{'neg': 0.198, 'neu': 0.802, 'pos': 0.0, 'compound': -0.4019}"
2875,"{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.4939}"
2876,"{'neg': 0.132, 'neu': 0.868, 'pos': 0.0, 'compound': -0.593}"
2877,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2878,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2879,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.4215}"
2880,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
2881,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.4927}"
2882,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2883,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2884,"{'neg': 0.08, 'neu': 0.88, 'pos': 0.04, 'compound': -0.1406}"
2885,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.4588}"
2886,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2887,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.4019}"
2888,"{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.2263}"
2889,"{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.4019}"
2890,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.7096}"
2891,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.2732}"
2892,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2893,"{'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.6597}"
2894,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2895,"{'neg': 0.163, 'neu': 0.837, 'pos': 0.0, 'compound': -0.5106}"
2896,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3612}"
2897,"{'neg': 0.106, 'neu': 0.804, 'pos': 0.09, 'compound': -0.0772}"
2898,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2899,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2900,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2901,"{'neg': 0.133, 'neu': 0.542, 'pos': 0.325, 'compound': 0.5574}"
2902,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2903,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.6597}"
2904,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.5255}"
2905,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.3612}"
2906,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2907,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2908,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.6808}"
2909,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2910,"{'neg': 0.141, 'neu': 0.796, 'pos': 0.063, 'compound': -0.5696}"
2911,"{'neg': 0.086, 'neu': 0.59, 'pos': 0.324, 'compound': 0.8356}"
2912,"{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.7901}"
2913,"{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.3818}"
2914,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2915,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2916,"{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.25}"
2917,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2918,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2919,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2920,"{'neg': 0.0, 'neu': 0.66, 'pos': 0.34, 'compound': 0.8519}"
2921,"{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.7901}"
2922,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.3182}"
2923,"{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.6249}"
2924,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.4588}"
2925,"{'neg': 0.0, 'neu': 0.607, 'pos': 0.393, 'compound': 0.7034}"
2926,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2927,"{'neg': 0.163, 'neu': 0.777, 'pos': 0.06, 'compound': -0.4404}"
2928,"{'neg': 0.0, 'neu': 0.646, 'pos': 0.354, 'compound': 0.9136}"
2929,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2930,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2931,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2932,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2933,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2934,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.6369}"
2935,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2936,"{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.3612}"
2937,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2938,"{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.2023}"
2939,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4404}"
2940,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2941,"{'neg': 0.155, 'neu': 0.845, 'pos': 0.0, 'compound': -0.296}"
2942,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2943,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3612}"
2944,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2945,"{'neg': 0.087, 'neu': 0.913, 'pos': 0.0, 'compound': -0.3182}"
2946,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2947,"{'neg': 0.046, 'neu': 0.87, 'pos': 0.084, 'compound': 0.3527}"
2948,"{'neg': 0.376, 'neu': 0.353, 'pos': 0.271, 'compound': -0.2263}"
2949,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2950,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2951,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2952,"{'neg': 0.0, 'neu': 0.59, 'pos': 0.41, 'compound': 0.8885}"
2953,"{'neg': 0.0, 'neu': 0.59, 'pos': 0.41, 'compound': 0.8885}"
2954,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2955,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.1027}"
2956,"{'neg': 0.122, 'neu': 0.522, 'pos': 0.357, 'compound': 0.4019}"
2957,"{'neg': 0.0, 'neu': 0.929, 'pos': 0.071, 'compound': 0.296}"
2958,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2959,"{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.2263}"
2960,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2961,"{'neg': 0.0, 'neu': 0.852, 'pos': 0.148, 'compound': 0.3818}"
2962,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2963,"{'neg': 0.0, 'neu': 0.668, 'pos': 0.332, 'compound': 0.8159}"
2964,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2965,"{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.4215}"
2966,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.1779}"
2967,"{'neg': 0.0, 'neu': 0.662, 'pos': 0.338, 'compound': 0.5574}"
2968,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2969,"{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.6249}"
2970,"{'neg': 0.072, 'neu': 0.928, 'pos': 0.0, 'compound': -0.1027}"
2971,"{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.2023}"
2972,"{'neg': 0.089, 'neu': 0.911, 'pos': 0.0, 'compound': -0.0191}"
2973,"{'neg': 0.0, 'neu': 0.924, 'pos': 0.076, 'compound': 0.2263}"
2974,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2975,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
2976,"{'neg': 0.139, 'neu': 0.861, 'pos': 0.0, 'compound': -0.2732}"
2977,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.5106}"
2978,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2979,"{'neg': 0.12, 'neu': 0.88, 'pos': 0.0, 'compound': -0.128}"
2980,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}"
2981,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
2982,"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.34}"
2983,"{'neg': 0.235, 'neu': 0.765, 'pos': 0.0, 'compound': -0.6486}"
2984,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2985,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2986,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2987,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2988,"{'neg': 0.0, 'neu': 0.835, 'pos': 0.165, 'compound': 0.4118}"
2989,"{'neg': 0.13, 'neu': 0.739, 'pos': 0.131, 'compound': 0.0018}"
2990,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2991,"{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.5411}"
2992,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2993,"{'neg': 0.354, 'neu': 0.646, 'pos': 0.0, 'compound': -0.8524}"
2994,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2995,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2996,"{'neg': 0.0, 'neu': 0.59, 'pos': 0.41, 'compound': 0.8885}"
2997,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2998,"{'neg': 0.0, 'neu': 0.607, 'pos': 0.393, 'compound': 0.7034}"
2999,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
3000,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3182}"
3001,"{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.5994}"
3002,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.5719}"
3003,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3004,"{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.34}"
3005,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.4215}"
3006,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3007,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3008,"{'neg': 0.097, 'neu': 0.903, 'pos': 0.0, 'compound': -0.1027}"
3009,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3010,"{'neg': 0.153, 'neu': 0.667, 'pos': 0.18, 'compound': 0.1027}"
3011,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3012,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.2023}"
3013,"{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.5267}"
3014,"{'neg': 0.211, 'neu': 0.625, 'pos': 0.164, 'compound': -0.1531}"
3015,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3016,"{'neg': 0.205, 'neu': 0.795, 'pos': 0.0, 'compound': -0.5574}"
3017,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3018,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3019,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3020,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3021,"{'neg': 0.116, 'neu': 0.884, 'pos': 0.0, 'compound': -0.2732}"
3022,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3023,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3024,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3025,"{'neg': 0.0, 'neu': 0.701, 'pos': 0.299, 'compound': 0.9201}"
3026,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3027,"{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.0772}"
3028,"{'neg': 0.05, 'neu': 0.698, 'pos': 0.252, 'compound': 0.7351}"
3029,"{'neg': 0.134, 'neu': 0.743, 'pos': 0.124, 'compound': -0.0516}"
3030,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3031,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.6124}"
3032,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4404}"
3033,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3034,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.4588}"
3035,"{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.3612}"
3036,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3037,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3038,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3039,"{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.3595}"
3040,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3041,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3042,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3043,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.6597}"
3044,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3045,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3046,"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.4019}"
3047,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3048,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3049,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.3612}"
3050,"{'neg': 0.118, 'neu': 0.718, 'pos': 0.164, 'compound': 0.2263}"
3051,"{'neg': 0.214, 'neu': 0.598, 'pos': 0.188, 'compound': -0.0772}"
3052,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3053,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3054,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3055,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3056,"{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.1027}"
3057,"{'neg': 0.0, 'neu': 0.801, 'pos': 0.199, 'compound': 0.6652}"
3058,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3059,"{'neg': 0.046, 'neu': 0.954, 'pos': 0.0, 'compound': -0.0258}"
3060,"{'neg': 0.13, 'neu': 0.769, 'pos': 0.101, 'compound': -0.1548}"
3061,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3062,"{'neg': 0.088, 'neu': 0.797, 'pos': 0.116, 'compound': 0.1779}"
3063,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3064,"{'neg': 0.144, 'neu': 0.667, 'pos': 0.189, 'compound': 0.2023}"
3065,"{'neg': 0.494, 'neu': 0.506, 'pos': 0.0, 'compound': -0.5994}"
3066,"{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.5951}"
3067,"{'neg': 0.0, 'neu': 0.691, 'pos': 0.309, 'compound': 0.936}"
3068,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3069,"{'neg': 0.0, 'neu': 0.672, 'pos': 0.328, 'compound': 0.8091}"
3070,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3071,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3072,"{'neg': 0.123, 'neu': 0.735, 'pos': 0.142, 'compound': 0.1027}"
3073,"{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.1779}"
3074,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
3075,"{'neg': 0.133, 'neu': 0.867, 'pos': 0.0, 'compound': -0.3182}"
3076,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3077,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3078,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4019}"
3079,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3080,"{'neg': 0.107, 'neu': 0.893, 'pos': 0.0, 'compound': -0.25}"
3081,"{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.1779}"
3082,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3083,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3084,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.6124}"
3085,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3086,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
3087,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3088,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}"
3089,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.6597}"
3090,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.3612}"
3091,"{'neg': 0.111, 'neu': 0.694, 'pos': 0.194, 'compound': 0.4215}"
3092,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3093,"{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.7003}"
3094,"{'neg': 0.0, 'neu': 0.766, 'pos': 0.234, 'compound': 0.5994}"
3095,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.5106}"
3096,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3097,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3098,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3099,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3100,"{'neg': 0.1, 'neu': 0.692, 'pos': 0.208, 'compound': 0.34}"
3101,"{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.4696}"
3102,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.6597}"
3103,"{'neg': 0.0, 'neu': 0.767, 'pos': 0.233, 'compound': 0.875}"
3104,"{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.5106}"
3105,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3106,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
3107,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3108,"{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.1406}"
3109,"{'neg': 0.117, 'neu': 0.738, 'pos': 0.144, 'compound': -0.0516}"
3110,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3111,"{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.4019}"
3112,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3113,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3114,"{'neg': 0.0, 'neu': 0.836, 'pos': 0.164, 'compound': 0.5719}"
3115,"{'neg': 0.0, 'neu': 0.747, 'pos': 0.253, 'compound': 0.8689}"
3116,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3117,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3118,"{'neg': 0.241, 'neu': 0.536, 'pos': 0.223, 'compound': -0.0516}"
3119,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.5106}"
3120,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}"
3121,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3122,"{'neg': 0.076, 'neu': 0.924, 'pos': 0.0, 'compound': -0.3382}"
3123,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3124,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3125,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}"
3126,"{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.34}"
3127,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3128,"{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.1779}"
3129,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3130,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3131,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3132,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3133,"{'neg': 0.0, 'neu': 0.683, 'pos': 0.317, 'compound': 0.6249}"
3134,"{'neg': 0.0, 'neu': 0.668, 'pos': 0.332, 'compound': 0.8159}"
3135,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3136,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3137,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3138,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3139,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3140,"{'neg': 0.08, 'neu': 0.775, 'pos': 0.145, 'compound': 0.2343}"
3141,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3142,"{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.7701}"
3143,"{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.4939}"
3144,"{'neg': 0.0, 'neu': 0.921, 'pos': 0.079, 'compound': 0.2023}"
3145,"{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.2023}"
3146,"{'neg': 0.0, 'neu': 0.832, 'pos': 0.168, 'compound': 0.6166}"
3147,"{'neg': 0.0, 'neu': 0.598, 'pos': 0.402, 'compound': 0.4003}"
3148,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
3149,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.6486}"
